Fact_Budgets_PK,Season,Season_FK,Flowtype,Budget_sub_category,Fundig_Source,Budget_date,Budget_date_FK,Amount,Scouts_origin,Participants_Camp_by_season,Duration_Days_Camp_by_season,scd_start,scd_end,scd_version,scd_active
274,2024-2025,2,Cash,Salaries,Expenditure,23-08-2024,20240823,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,31,0
275,2024-2025,2,Cash,Educational Equipment,Expenditure,23-08-2024,20240823,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,32,0
276,2024-2025,2,Cash,Trips,Expenditure,23-08-2024,20240823,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,33,0
277,2024-2025,2,Cash,Equipment,Expenditure,23-08-2024,20240823,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,34,0
278,2024-2025,2,Cash,Transport,Expenditure,23-08-2024,20240823,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,35,0
279,2024-2025,2,Cash,Food,Expenditure,23-08-2024,20240823,0,Grombalia,205,23,2026-04-06 05:00:23.660,NULL,36,1
280,2024-2025,2,Cash,Different,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
281,2024-2025,2,Cash,Medias,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,2,0
282,2024-2025,2,Cash,Insurance And Treatment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,3,0
283,2024-2025,2,Cash,Salaries,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,4,0
284,2024-2025,2,Cash,Educational Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,5,0
285,2024-2025,2,Cash,Trips,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,6,0
286,2024-2025,2,Cash,Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,7,0
287,2024-2025,2,Cash,Transport,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,8,0
288,2024-2025,2,Cash,Food,Expenditure,24-08-2024,20240824,3400,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,9,0
289,2024-2025,2,Cash,Different,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,10,0
290,2024-2025,2,Cash,Medias,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,11,0
291,2024-2025,2,Cash,Insurance And Treatment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,12,0
292,2024-2025,2,Cash,Salaries,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,13,0
293,2024-2025,2,Cash,Educational Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,14,0
294,2024-2025,2,Cash,Trips,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,15,0
295,2024-2025,2,Cash,Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,16,0
296,2024-2025,2,Cash,Transport,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,17,0
297,2024-2025,2,Cash,Food,Expenditure,24-08-2024,20240824,2200,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,18,0
298,2024-2025,2,Cash,Different,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,19,0
299,2024-2025,2,Cash,Medias,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,20,0
300,2024-2025,2,Cash,Insurance And Treatment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,21,0
301,2024-2025,2,Cash,Salaries,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,22,0
302,2024-2025,2,Cash,Educational Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,23,0
303,2024-2025,2,Cash,Trips,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,24,0
304,2024-2025,2,Cash,Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,25,0
305,2024-2025,2,Cash,Transport,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,26,0
306,2024-2025,2,Cash,Food,Expenditure,24-08-2024,20240824,42300,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,27,0
307,2024-2025,2,Cash,Different,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,28,0
308,2024-2025,2,Cash,Medias,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,29,0
309,2024-2025,2,Cash,Insurance And Treatment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,30,0
310,2024-2025,2,Cash,Salaries,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,31,0
311,2024-2025,2,Cash,Educational Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,32,0
312,2024-2025,2,Cash,Trips,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,33,0
313,2024-2025,2,Cash,Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,34,0
314,2024-2025,2,Cash,Transport,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,35,0
315,2024-2025,2,Cash,Food,Expenditure,24-08-2024,20240824,83531,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,36,0
316,2024-2025,2,Cash,Different,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,37,0
317,2024-2025,2,Cash,Medias,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,38,0
318,2024-2025,2,Cash,Insurance And Treatment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,39,0
319,2024-2025,2,Cash,Salaries,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,40,0
320,2024-2025,2,Cash,Educational Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,41,0
321,2024-2025,2,Cash,Trips,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,42,0
322,2024-2025,2,Cash,Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,43,0
323,2024-2025,2,Cash,Transport,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,44,0
324,2024-2025,2,Cash,Food,Expenditure,24-08-2024,20240824,10700,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,45,0
325,2024-2025,2,Cash,Different,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,46,0
326,2024-2025,2,Cash,Medias,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,47,0
327,2024-2025,2,Cash,Insurance And Treatment,Expenditure,24-08-2024,20240824,41310,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,48,0
328,2024-2025,2,Cash,Salaries,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,49,0
329,2024-2025,2,Cash,Educational Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,50,0
330,2024-2025,2,Cash,Trips,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,51,0
331,2024-2025,2,Cash,Equipment,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,52,0
332,2024-2025,2,Cash,Transport,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,53,0
333,2024-2025,2,Cash,Food,Expenditure,24-08-2024,20240824,0,Grombalia,205,23,2026-04-06 05:00:23.660,NULL,54,1
334,2024-2025,2,Cash,Different,Expenditure,26-05-2024,20240526,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
335,2024-2025,2,Cash,Medias,Expenditure,26-05-2024,20240526,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,2,0
336,2024-2025,2,Cash,Insurance And Treatment,Expenditure,26-05-2024,20240526,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,3,0
337,2024-2025,2,Cash,Salaries,Expenditure,26-05-2024,20240526,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,4,0
338,2024-2025,2,Cash,Educational Equipment,Expenditure,26-05-2024,20240526,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,5,0
339,2024-2025,2,Cash,Trips,Expenditure,26-05-2024,20240526,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,6,0
340,2024-2025,2,Cash,Equipment,Expenditure,26-05-2024,20240526,0,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,7,0
341,2024-2025,2,Cash,Transport,Expenditure,26-05-2024,20240526,244800,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,8,0
342,2024-2025,2,Cash,Food,Expenditure,26-05-2024,20240526,0,Grombalia,205,23,2026-04-06 05:00:23.660,NULL,9,1
343,2024-2025,2,Cash,Membership Fee,Internal Income,10-08-2024,20240810,1490000,Grombalia,205,23,2026-04-06 05:00:23.660,NULL,1,1
344,2024-2025,2,Cash,Membership Fee,Internal Income,15-08-2024,20240815,54000,Grombalia,205,23,2026-04-06 05:00:23.660,NULL,1,1
345,2024-2025,2,Cash,Support,Internal Income,16-08-2024,20240816,60000,Grombalia,205,23,2026-04-06 05:00:23.660,NULL,1,1
346,2024-2025,2,Cash,Support,Internal Income,18-08-2024,20240818,100000,Grombalia,205,23,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,10,0
347,2024-2025,2,Cash,Support,External Income - Nawras,18-08-2024,20240818,200000,Grombalia,205,23,2026-04-06 05:00:23.660,NULL,11,1
348,2025-2026,3,Cash,Educational Equipment,Expenditure,06-08-2025,20250806,3000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
349,2025-2026,3,Cash,Educational Equipment,Expenditure,06-08-2025,20250806,12815,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,2,0
350,2025-2026,3,Cash,Educational Equipment,Expenditure,06-08-2025,20250806,5450,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,3,0
351,2025-2026,3,Cash,Food,Expenditure,06-08-2025,20250806,28000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,4,0
352,2025-2026,3,Cash,Food,Expenditure,06-08-2025,20250806,79390,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,5,0
353,2025-2026,3,Cash,Insurance And Treatment,Expenditure,06-08-2025,20250806,3430,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,6,0
354,2025-2026,3,Cash,Food,Expenditure,06-08-2025,20250806,25350,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,7,0
355,2025-2026,3,Cash,Food,Expenditure,06-08-2025,20250806,25667,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,8,0
356,2025-2026,3,Cash,Food,Expenditure,06-08-2025,20250806,8200,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,9,0
357,2025-2026,3,Cash,Educational Equipment,Expenditure,06-08-2025,20250806,6000,Matouia,-1,-1,2026-04-06 05:00:23.660,NULL,10,1
358,2025-2026,3,Cash,Food,Expenditure,05-08-2025,20250805,18000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
359,2025-2026,3,Cash,Educational Equipment,Expenditure,05-08-2025,20250805,450000,Matouia,-1,-1,2026-04-06 05:00:23.660,NULL,2,1
360,2025-2026,3,Cash,Educational Equipment,Expenditure,29-07-2025,20250729,810000,Matouia,-1,-1,2026-04-06 05:00:23.660,NULL,1,1
361,2025-2026,3,Cash,Food,Expenditure,07-08-2025,20250807,128690,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
362,2025-2026,3,Cash,Food,Expenditure,07-08-2025,20250807,64000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,2,0
363,2025-2026,3,Cash,Food,Expenditure,07-08-2025,20250807,12800,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,3,0
364,2025-2026,3,Cash,Food,Expenditure,07-08-2025,20250807,130750,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,4,0
365,2025-2026,3,Cash,Trips,Expenditure,07-08-2025,20250807,336000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,5,0
366,2025-2026,3,Cash,Food,Expenditure,07-08-2025,20250807,12800,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,6,0
367,2025-2026,3,Cash,Food,Expenditure,07-08-2025,20250807,11300,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,7,0
368,2025-2026,3,Cash,Equipment,Expenditure,07-08-2025,20250807,9500,Matouia,-1,-1,2026-04-06 05:00:23.660,NULL,8,1
369,2025-2026,3,Cash,Food,Expenditure,08-08-2025,20250808,20000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
370,2025-2026,3,Cash,Food,Expenditure,08-08-2025,20250808,6000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,2,0
371,2025-2026,3,Cash,Food,Expenditure,08-08-2025,20250808,10800,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,3,0
372,2025-2026,3,Cash,Educational Equipment,Expenditure,08-08-2025,20250808,7700,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,4,0
373,2025-2026,3,Cash,Equipment,Expenditure,08-08-2025,20250808,27000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,5,0
374,2025-2026,3,Cash,Educational Equipment,Expenditure,08-08-2025,20250808,4000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,6,0
375,2025-2026,3,Cash,Food,Expenditure,08-08-2025,20250808,13800,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,7,0
376,2025-2026,3,Cash,Food,Expenditure,08-08-2025,20250808,10000,Matouia,-1,-1,2026-04-06 05:00:23.660,NULL,8,1
377,2025-2026,3,Cash,Food,Expenditure,09-08-2025,20250809,57200,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
378,2025-2026,3,Cash,Trips,Expenditure,09-08-2025,20250809,1872000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,2,0
379,2025-2026,3,Cash,Food,Expenditure,09-08-2025,20250809,420000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,3,0
380,2025-2026,3,Cash,Food,Expenditure,09-08-2025,20250809,12600,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,4,0
381,2025-2026,3,Cash,Equipment,Expenditure,09-08-2025,20250809,8000,Matouia,-1,-1,2026-04-06 05:00:23.660,NULL,5,1
382,2025-2026,3,Cash,Insurance And Treatment,Expenditure,10-08-2025,20250810,10000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
383,2025-2026,3,Cash,Food,Expenditure,10-08-2025,20250810,57000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,2,0
384,2025-2026,3,Cash,Educational Equipment,Expenditure,10-08-2025,20250810,8500,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,3,0
385,2025-2026,3,Cash,Insurance And Treatment,Expenditure,10-08-2025,20250810,7980,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,4,0
386,2025-2026,3,Cash,Food,Expenditure,10-08-2025,20250810,17100,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,5,0
387,2025-2026,3,Cash,Food,Expenditure,10-08-2025,20250810,13900,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,6,0
388,2025-2026,3,Cash,Food,Expenditure,10-08-2025,20250810,77050,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,7,0
389,2025-2026,3,Cash,Educational Equipment,Expenditure,10-08-2025,20250810,1000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,8,0
390,2025-2026,3,Cash,Insurance And Treatment,Expenditure,10-08-2025,20250810,11020,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,9,0
391,2025-2026,3,Cash,Food,Expenditure,10-08-2025,20250810,8700,Matouia,-1,-1,2026-04-06 05:00:23.660,NULL,10,1
392,2025-2026,3,Cash,Food,Expenditure,11-08-2025,20250811,9740,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
393,2025-2026,3,Cash,Food,Expenditure,11-08-2025,20250811,22800,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,2,0
394,2025-2026,3,Cash,Food,Expenditure,11-08-2025,20250811,57000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,3,0
395,2025-2026,3,Cash,Food,Expenditure,11-08-2025,20250811,7600,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,4,0
396,2025-2026,3,Cash,Equipment,Expenditure,11-08-2025,20250811,9000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,5,0
397,2025-2026,3,Cash,Trips,Expenditure,11-08-2025,20250811,400000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,6,0
398,2025-2026,3,Cash,Food,Expenditure,12-08-2025,20250812,9620,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,1,0
399,2025-2026,3,Cash,Food,Expenditure,12-08-2025,20250812,84873,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,2,0
400,2025-2026,3,Cash,Food,Expenditure,12-08-2025,20250812,46350,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,3,0
401,2025-2026,3,Cash,Food,Expenditure,12-08-2025,20250812,9000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,4,0
402,2025-2026,3,Cash,Educational Equipment,Expenditure,12-08-2025,20250812,23000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,5,0
403,2025-2026,3,Cash,Food,Expenditure,12-08-2025,20250812,33000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,6,0
404,2025-2026,3,Cash,Food,Expenditure,12-08-2025,20250812,15800,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,7,0
405,2025-2026,3,Cash,Educational Equipment,Expenditure,12-08-2025,20250812,3500,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,8,0
406,2025-2026,3,Cash,Insurance And Treatment,Expenditure,12-08-2025,20250812,25650,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,9,0
407,2025-2026,3,Cash,Equipment,Expenditure,12-08-2025,20250812,8800,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,10,0
408,2025-2026,3,Cash,Food,Expenditure,12-08-2025,20250812,60800,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,11,0
409,2025-2026,3,Cash,Food,Expenditure,12-08-2025,20250812,74800,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,12,0
410,2025-2026,3,Cash,Transport,Expenditure,12-08-2025,20250812,577400,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,13,0
411,2025-2026,3,Cash,Transport,Expenditure,12-08-2025,20250812,2500000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,14,0
412,2025-2026,3,Cash,Different,Expenditure,12-08-2025,20250812,200000,Matouia,-1,-1,2026-04-06 05:00:23.660,2026-04-06 05:00:23.660,15,0
413,2025-2026,3,Cash,Equipment,Expenditure,12-08-2025,20250812,200000,Matouia,-1,-1,2026-04-06 05:00:23.660,NULL,16,1
414,2025-2026,3,Cash,Support,Internal,11-08-2025,20250811,500000,Matouia,-1,-1,2026-04-06 05:00:23.660,NULL,7,1
